label,text
1,The early catastrophe
1,NPC Luncheon with Eric Holder
1,"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn"
1,2011-2012 Wisconsin Legislature Documents
1,"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national security leaks"
1,U.S. Imports & Exports
1,Transcripts
1,"In reversal, McCain says lift ban on offshore drilling"
1,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page"
1,'This Week' Transcript: Odierno and Chiarelli
1,Obama’s Prime-Time Press Briefing
1,"Author Offers Insights on Slavery, the Capitol, and Obama's Inauguration"
1,American International Group Inc Form 10K
1,Remarks by the President at AFL CIO Labor Day Picnic
1,REP. JENKINS: OPIOID CRISIS FUNDING SHOULD BE BASED ON NEED
1,Remarks by the First Lady on What Health Insurance Reform Means for Women and Families
1,and Surpluses or Deficits as Percentages of GDP 1930–2015
1,Planned Parenthood® Action Center
1,Transcripts
1,CBOs Estimate of the Effects on Direct Spending and Revenues of the House Amendments to the Senate Amendments to HR 976 the Childrens Health Insurance Program Reauthorization Act of 2007
1,Remarks of Senator Obama: The War We Need to Win
1,Library of Congress
1,'This Week' Transcript: Geithner
1,"Obama for America TV Ad: ""Firms"""
1,The Colbert Report
1,Stop Coddling the Super-Rich
1,Did Bernie Sanders vote against background checks and waiting periods for gun purchases?
1,Families Facing Tax Increases Under Trump's Tax Plan
1,Report on Geithners tax issues
1,Senate begins health care debate amid calls for tort reforms
1,Updated: The Facts About Hillary Clinton’s Emails
1,Rand Paul: Republicans 'Aren't Maybe Brave Enough' to Tackle Deficit
1,Sen. Sanders warns of ‘frightening trend’ towards oligarchy
1,The latest political news and headlines from D.C. and beyond
1,The Democratic Debate in Cleveland
1,Rick Perry says he switched to GOP at a younger age than Reagan did
1,"Hillary Rodham Clinton, Senator for New York: Schumer, Clinton Announce Key Senate Panel Approves Over $1.3 Million for Labor, Health and Human Services Projects in the Hudson Valley"
1,Senator Bernie Sanders on Democratic Socialism in the United States
1,"The CNN Miami Republican debate transcript, annotated"
1,Barack Obama says U.S. oil production last year was highest since 2003
1,Survey Results from Hays Research Group
1,The Budget and Economic Outlook: Fiscal Years 2009 to 2019
1,testimony submitted to the Congressional Oversight Panel’s hearing on the TARPs impact on financial stability
1,"Remarks by the President on the Economy -- Knox College, Galesburg, IL"
1,The Daily Show with Trevor Noah
1,Historical aggregate income by fifths and top 5 percent
1,"IMPEACHMENT HINT STIRS HOUSE CLASH; Democratic Orators Spring to Roosevelt Defense, Charging 'Malice.'"
1,The Obameter: Introduce a comprehensive immigration bill in the first year
1,"Trump asking Congress, not Mexico, to pay for border wall"
1,Flake: “Religious tests should have no place in the Senate”
1,Change We Can Believe In
1,deputy director of national health statistics in the Office of the Actuary at the Center for Medicare and Medicaid Services
1,Romneys ProLife Conversion Myth or Reality June 14
1,Interest Group Ratings
